Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
deliwest-potato-and-leek-soup,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0521/9952/2463/products/DELIWEST_POTATO_LEEK_SOUP.jpg?v=1634191267,2,,,,,,,,,,,,,,,,,,,,,,
deliwest-black-pepper-sauce,DW Black Pepper Sauce,"<p class=""product_title entry-title"">(For Meat &amp; Poultry)<br><br><strong>Packing :</strong> <br>300g</p>
<p class=""p1"" data-mce-fragment=""1""><strong>Ingredients :</strong><br><meta charset=""utf-8""><span data-mce-fragment=""1"">Fresh Grounded Black Pepper, Garlic, Beef Stock, Butter, Wheat Flour, Herb, Cream &amp; Salt</span><br></p>
<p class=""p1"" data-mce-fragment=""1""><strong>Cooking Method :</strong> <br>Reheating On Stove</p>
<p class=""p1"" data-mce-fragment=""1""><meta charset=""utf-8""> <em>-ALL PICTURES SHOWN ARE FOR ILLUSTRATION PURPOSE ONLY.ACTUAL PRODUCT MAY VARY DUE TO PRODUCT ENHANCEMENT.-</em></p>",Deliwest,,Deliwest,"Retail, Sauce",true,Title,Default Title,,,,,'9555895300083,300.0,shopify,50,continue,manual,6.30,,true,true,"",https://cdn.shopify.com/s/files/1/0521/9952/2463/products/Screenshot_20210706-071915_Facebook_mh1632449506297.jpg?v=1634191367,1,,false,,,,,,,,,,,,,,,,,g,,,active
deliwest-dauphinoise-potato,DW Dauphinoise Potato,"<meta charset=""utf-8"">
<p class=""p1"" data-mce-fragment=""1""> </p>
<p class=""p1"" data-mce-fragment=""1""><strong>Packing :</strong> <br>120g</p>
<p class=""p1"" data-mce-fragment=""1""><strong>Serving :</strong> <br>1 Person</p>
<p class=""p1"" data-mce-fragment=""1""><strong>Ingredients :</strong><br data-mce-fragment=""1""><meta charset=""utf-8""><span data-mce-fragment=""1"">Potato, Vegetable &amp; Milk Fat Butter, Cream, Cheese, Salt &amp; Pepper</span><br data-mce-fragment=""1""></p>
<p class=""p1"" data-mce-fragment=""1""><strong>Cooking Method :</strong><br data-mce-fragment=""1"">Oven grilled / Baked<br></p>
<p class=""p1"" data-mce-fragment=""1""><meta charset=""utf-8""> <em>-ALL PICTURES SHOWN ARE FOR ILLUSTRATION PURPOSE ONLY.ACTUAL PRODUCT MAY VARY DUE TO PRODUCT ENHANCEMENT.-</em></p>",Deliwest,,Deliwest,"Potato, Retail",true,Title,Default Title,,,,,'9555895300076,120.0,shopify,50,deny,manual,5.20,,true,true,"",https://cdn.shopify.com/s/files/1/0521/9952/2463/products/FB_IMG_1625185852179_mh1632445912359.jpg?v=1634205572,1,,false,,,,,,,,,,,,,,,,,g,,,active
deliwest-beef-bolognese-pasta-sauce,DW Beef Bolognese Pasta Sauce,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><br><strong>Packing :</strong><br> 300g</p>
<p data-mce-fragment=""1""><strong>Serving :</strong> <br>1 ~2 Person</p>
<p data-mce-fragment=""1""><strong>Ingredients : </strong><br>Minced Beef, Tomato Puree, Carrot, Cooking Oil, Chicken Stock, Onion, Mixed Herb, Garlic, Corn Starch, Salt &amp; Pepper</p>
<p data-mce-fragment=""1""><strong>Cooking Method :</strong> <br>Reheating On Stove</p>
<p data-mce-fragment=""1""><meta charset=""utf-8""> <em>-ALL PICTURES SHOWN ARE FOR ILLUSTRATION PURPOSE ONLY.ACTUAL PRODUCT MAY VARY DUE TO PRODUCT ENHANCEMENT.-</em></p>",Deliwest,,Deliwest,"Beef, Pasta Sause, Retail",true,Title,Default Title,,,,,'9555895300045,300.0,shopify,50,continue,manual,9.00,,true,true,"",https://cdn.shopify.com/s/files/1/0521/9952/2463/products/20210812_053405.jpg?v=1634191416,1,,false,,,,,,,,,,,,,,,,,g,,,active
deliwest-amatriciana-pasta-sauce,DW Amatriciana Pasta Sauce,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><br><strong>Packing :</strong> <br>300g</p>
<p data-mce-fragment=""1""><strong>Serving :</strong> <br>1~2 Person</p>
<p data-mce-fragment=""1""><strong>Ingredients :</strong><br>Smoked Duck, Fresh Tomato, Chilli, Cooking Oil, Chicken Stock, Onion, Tomato Puree, Mixed Herb, Garlic, Corn Starch, Salt &amp; Pepper</p>
<p data-mce-fragment=""1""><strong>Cooking Method :</strong> <br>Reheating On Stove</p>
<p><em>-ALL PICTURES SHOWN ARE FOR ILLUSTRATION PURPOSE ONLY.ACTUAL PRODUCT MAY VARY DUE TO PRODUCT ENHANCEMENT.-</em></p>",Deliwest,,Deliwest,"Pasta Sause, Retail, Smoked Duck",true,Title,Default Title,,,,,'9555895300038,300.0,shopify,50,continue,manual,9.60,,true,true,"",https://cdn.shopify.com/s/files/1/0521/9952/2463/products/20210812_053418.jpg?v=1634191454,1,,false,,,,,,,,,,,,,,,,,g,,,active
cream-of-chicken-corn-soup,DW Cream Of Chicken & Corn Soup,"<p><br><strong>Packing :</strong> <br>300g</p>
<p><strong>Serving :</strong> <br>1~2 Person</p>
<p><strong>Ingredients :</strong> <br>Fresh Corn Kernel, Minced Chicken, Butter, Flour, Chicken Stock, Cream, Salt &amp; Pepper</p>
<p><strong>Cooking Method :</strong> <br>Reheating On Stove</p>
<p><meta charset=""utf-8""> <em>-ALL PICTURES SHOWN ARE FOR ILLUSTRATION PURPOSE ONLY.ACTUAL PRODUCT MAY VARY DUE TO PRODUCT ENHANCEMENT.-</em></p>",Deliwest,,Deliwest,"Chicken, Retail, Soup",true,Title,Default Title,,,,,'9555895300021,300.0,shopify,50,continue,manual,7.30,,true,true,"",https://cdn.shopify.com/s/files/1/0521/9952/2463/products/20210605_053017_mh1627885345302.jpg?v=1634191516,1,,false,,,,,,,,,,,,,,,,,g,,,active
deliwest-tom-yam-pasta-cream,DW Tom Yam Cream Sauce,"<p><br><strong>Packing :</strong> <br>300g<br></p>
<p><strong>Serving :</strong> <br>1~2 Person</p>
<p><strong>Ingredients :</strong> <br>Butter, Cream, Tom Yam Paste, Chicken Stock &amp; Salt<br>*Alternatively You Can Add In Any Seafood Or Meat.</p>
<p><strong>Cooking Method :</strong> <br>Reheating On Stove</p>
<p><meta charset=""utf-8""> <em>-ALL PICTURES SHOWN ARE FOR ILLUSTRATION PURPOSE ONLY.ACTUAL PRODUCT MAY VARY DUE TO PRODUCT ENHANCEMENT.-</em></p>",Deliwest,,Deliwest,"Pasta Sause, Retail, Tom Yam",true,Title,Default Title,,,,,'9555895300014,300.0,shopify,50,deny,manual,11.60,,true,true,"",https://cdn.shopify.com/s/files/1/0521/9952/2463/products/Screenshot_20211014-164624_Facebook_mh1634201254077.jpg?v=1634201274,1,,false,,,,,,,,,,,,,,,,,g,,,active
deliwest-cream-of-forest-mushroom-soup,DW Cream Of Forest Mushroom Soup,"<p><br><strong>Packing :</strong> <br>300g<br><br><strong>Serving : </strong> <br>1~2 Person</p>
<p><strong>Ingredients :</strong> <br>Fresh Assorted Mushroom, Butter, Flour, Chicken Stock, Cream, Salt &amp; Pepper</p>
<p><strong>Cooking Method : <br></strong>Reheating on Stove</p>
<p><meta charset=""utf-8""> <em>-ALL PICTURES SHOWN ARE FOR ILLUSTRATION PURPOSE ONLY.ACTUAL PRODUCT MAY VARY DUE TO PRODUCT ENHANCEMENT.-</em></p>",Deliwest,,Deliwest,"Mushroom, Retail, Soup",true,Title,Default Title,,,,,'9555895300007,300.0,shopify,50,continue,manual,8.00,,true,true,"",https://cdn.shopify.com/s/files/1/0521/9952/2463/products/FB_IMG_1625185999128_mh1632445956564.jpg?v=1634191563,1,,false,,,,,,,,,,,,,,,,,g,,,active
australia-beef-short-rib,Australia Beef Short Rib,"<p>Short ribs<span data-mce-fragment=""1""> come from the area between the chuck and </span>rib<span data-mce-fragment=""1"">, they combine characteristics of both cuts. </span>Short ribs<span data-mce-fragment=""1""> get the rich marbling of </span>rib<span data-mce-fragment=""1""> steaks with the deep beefy flavor of chuck roast. In </span>short<span data-mce-fragment=""1"">, they're an indulgent treat for anyone who loves beef and a real “stick to your </span>rib<span data-mce-fragment=""1"">” comfort food.</span></p>
<p><span data-mce-fragment=""1""><strong>Serving : </strong><br></span>3~4 Person</p>
<p><strong>How to cook : <br></strong>Braising</p>
<p class=""p1"">-Est weight 550g-</p>
<p class=""p1""><meta charset=""utf-8""> <em>-ALL PICTURES SHOWN ARE FOR ILLUSTRATION PURPOSE ONLY.ACTUAL PRODUCT MAY VARY DUE TO PRODUCT ENHANCEMENT.-</em></p>",Wammco,,Beef,"Australia, Short Rib",true,Title,Default Title,,,,,'2003003,550.0,shopify,20,deny,manual,32.85,,true,true,"",https://cdn.shopify.com/s/files/1/0521/9952/2463/products/NzShortRib_48f529d3-5665-4964-94dd-a64fdeb9fd72.jpg?v=1632974162,1,,false,,,,,,,,,,,,,,,,,g,,,active
australia-beef-short-rib,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0521/9952/2463/products/NzShortRibC_89c96112-9e50-4be6-a0b5-ae7bdbed240e.jpg?v=1632974162,2,,,,,,,,,,,,,,,,,,,,,,
australia-beef-short-rib,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0521/9952/2463/products/NzShortRibF_e8fcdd17-4539-40e2-8b86-0c1cb0978554.jpg?v=1632974162,3,,,,,,,,,,,,,,,,,,,,,,
new-zealand-beef-prime-steer-striploin-marinated-with-rosemary,New Zealand Beef Prime Steer Striploin (Marinated) with Rosemary,"<p>100% Grass-fed New Zealand beef meat cuts.</p>
<p><meta charset=""utf-8""><span>-Est weight 500g-</span></p>
<p><span><meta charset=""utf-8""> <em>-ALL PICTURES SHOWN ARE FOR ILLUSTRATION PURPOSE ONLY.ACTUAL PRODUCT MAY VARY DUE TO PRODUCT ENHANCEMENT.-</em></span></p>",Tong Hing Sabah,,Beef,"Marinated, New Zealand, Striploin",true,Title,Default Title,,,,,'2019028,500.0,shopify,20,deny,manual,81.60,,true,true,"",https://cdn.shopify.com/s/files/1/0521/9952/2463/products/RosemaryBeefStriploin.jpg?v=1624435282,1,New Zealand Beef Prime Steer Striploin (Marinated) with Rosemary Pack,false,,,"Food, Beverages & Tobacco > Food Items > Meat, Seafood & Eggs > Meat > Fresh & Frozen Meats",Unisex,Adult,,,,,,,,,,,,g,,,active
australia-beef-striploin,Australia Angus Beef Striploin,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">- Est weight 500 g-</span></p>
<p><span data-mce-fragment=""1""><meta charset=""utf-8""> <em>-ALL PICTURES SHOWN ARE FOR ILLUSTRATION PURPOSE ONLY.ACTUAL PRODUCT MAY VARY DUE TO PRODUCT ENHANCEMENT.-</em></span></p>",Wammco,,Beef,"Australia, Striploin",true,Title,Default Title,,,,,'2003001,500.0,shopify,20,deny,manual,90.60,,true,true,"",https://cdn.shopify.com/s/files/1/0521/9952/2463/products/NSPSStriploin.jpg?v=1632974090,1,,false,,,,,,,,,,,,,,,,,g,,,active
australia-beef-striploin,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0521/9952/2463/products/NZ_PR_StriploinC.jpg?v=1632974090,2,,,,,,,,,,,,,,,,,,,,,,
australia-beef-striploin,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0521/9952/2463/products/NZ_PR_StriploinF.jpg?v=1632974090,3,,,,,,,,,,,,,,,,,,,,,,
lamb-weston-seasoned-wedge-cut-grade-a,LW Seasoned Wedge Cut,"<p><br>Packing : 1 kg<br><br>Lamb Weston Seasoned Wedge Cut Fries will definitely be your favourite snack! Made using USA grown real potatoes and lightly seasoned with natural seasonings and spices to give it an appealing crunch and flavour.</p>
<p class=""p1""><br> <span style=""text-decoration: underline;""><span class=""s1""><b>Cooking Instructions:</b></span></span><br></p>
<ol class=""ol1"">
<li class=""li1"">Do not defrost product. Heat small amount of cooking oil over medium-high heat.</li>
<li class=""li1"">Add potatoes in a single layer. Cook 10 to 12 minutes to desired color and crispness, turning 2 to 3 times to ensure even cooking.</li>
<li class=""li1"">Drain using large ladle.</li>
</ol>
<p><meta charset=""utf-8""> <em>-ALL PICTURES SHOWN ARE FOR ILLUSTRATION PURPOSE ONLY.ACTUAL PRODUCT MAY VARY DUE TO PRODUCT ENHANCEMENT.-</em></p>",Lamb Weston,,Snack,"America, Snack",true,Title,Default Title,,,,,'2008008,1000.0,shopify,30,deny,manual,15.10,,true,true,"",https://cdn.shopify.com/s/files/1/0521/9952/2463/products/20210822_110231_mh1632891365579.jpg?v=1634183494,1,,false,,,,,,,,,,,,,,,,,kg,,,active
lamb-weston-seasoned-wedge-cut-grade-a,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0521/9952/2463/products/20211014_115026.jpg?v=1634183494,2,,,,,,,,,,,,,,,,,,,,,,
lamb-weston-waffle-cut-fries-grade-a,LW Waffle Cut Fries,"<div class=""page"" title=""Page 1"" data-mce-fragment=""1"">
<div class=""layoutArea"" data-mce-fragment=""1"">
<div class=""column"" data-mce-fragment=""1"">
<p class=""p1""><span class=""s1"">This coated waffle stays hotter and crispier up to twice as long as traditional fries due to our invisible potato starch coating. Available in 2kg retail packaging.</span></p>
<p class=""p1""><strong>Packing :</strong> <br>1 kg</p>
<p class=""p1""><span class=""s1""><b>Cooking Instructions :</b></span><br></p>
<ol class=""ol1"">
<li class=""li1"">Do ﻿not defrost product. Heat small amount of cooking oil over medium-high heat.</li>
<li class=""li1"">Add potatoes in a single layer. Cook 8 to 9 minutes to desired color and crispness, turning 2 to 3 times to ensure even cooking.</li>
<li class=""li1"">Drain using large ladle.</li>
</ol>
<p><meta charset=""utf-8""> <em>-ALL PICTURES SHOWN ARE FOR ILLUSTRATION PURPOSE ONLY.ACTUAL PRODUCT MAY VARY DUE TO PRODUCT ENHANCEMENT.-</em></p>
<ol class=""ol1""></ol>
</div>
</div>
</div>",Lamb Weston,,Snack,"America, Snack",true,Title,Default Title,,,,,'2008007,1000.0,shopify,30,deny,manual,17.90,,true,true,"",https://cdn.shopify.com/s/files/1/0521/9952/2463/products/20210822_110010_mh1632891552201.jpg?v=1634183809,1,,false,,,,,,,,,,,,,,,,,kg,,,active
lamb-weston-waffle-cut-fries-grade-a,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0521/9952/2463/products/20211014_115541.jpg?v=1634183812,2,,,,,,,,,,,,,,,,,,,,,,
lamb-weston-shoestring-fries,LW Shoestring Fries,"<p class=""p1""><span class=""s1"">Lamb Weston</span><span class=""s2""><sup>®</sup></span><span class=""s1""> Colossal Crisp</span><span class=""s2""><sup>®</sup></span><span class=""s1""> long fancy 1/4"" shoestring fries were designed to meet all of today's foodservice needs. Whether prepared in an oven or fryer, they cook up crisp on the outside and fluffy on the inside. The generous batter coating delivers maximum crunch and extended hold time to increase profits for any operation.</span></p>
<p class=""p1""><strong>Packing :</strong> <br>1 kg<br></p>
<p class=""p1""><span class=""s1""><b>Cooking Instructions :</b></span><br></p>
<ol class=""ol1"">
<li class=""li1"">Do not defrost product. Heat small amount of cooking oil over medium-high heat.</li>
<li class=""li1"">Add potatoes in a single layer. Cook 10 to 12 minutes to desired color and crispness, turning 2 to 3 times to ensure even cooking.</li>
<li class=""li1"">Drain using large ladle.</li>
</ol>
<p><meta charset=""utf-8""> <em>-ALL PICTURES SHOWN ARE FOR ILLUSTRATION PURPOSE ONLY.ACTUAL PRODUCT MAY VARY DUE TO PRODUCT ENHANCEMENT.-</em></p>
<ol class=""ol1""></ol>
<p><span data-mce-fragment=""1""><br></span></p>",Lamb Weston,,Snack,"America, Snack",true,Title,Default Title,,,,,'2008025,1000.0,shopify,30,deny,manual,13.10,,true,true,"",https://cdn.shopify.com/s/files/1/0521/9952/2463/products/20210822_110142_mh1632891498985.jpg?v=1634183841,1,,false,,,,,,,,,,,,,,,,,kg,,,active
lamb-weston-shoestring-fries,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0521/9952/2463/products/20211014_115618.jpg?v=1634183843,2,,,,,,,,,,,,,,,,,,,,,,
lamb-weston-maximo-hash-brown-patties,Maximo Hash Brown Patties,"<p class=""p1"">Lamb Weston delivers premium quality and consistency in their products. These lightly seasoned, thinner patties are parfried making for fast, convenient prep whether baked or fried. </p>
<p class=""p1""><b>Packing :<span class=""Apple-converted-space""> <br></span></b>1.27 kg</p>
<p class=""p1""><b>Preparation Directions :</b><br></p>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span><b>Deep Fry</b> - Deep Fry frozen product at 345~350℉ (174-177℃) for 2 to 2 1/2 minutes. Deep fry from frozen state. Fill Basket 1/2 full.</li>
<li class=""li1"">
<span class=""s1""></span><b>Conventional Oven</b> - Preheat oven to 400℉ (205℃), arrange product in single layer, bake for 25 to 30 minutes turning the hash brown over half-way through bake time. </li>
<li class=""li1"">
<span class=""s1""></span><b>Convection Oven</b> - Preheat oven to 400℉ (205℃), arrange product in single layer, bake for 9 to 11 minutes turning the hash brown over half-way through bake time. </li>
<li class=""li1"">
<span class=""s1""></span><b>Grill</b> -   Preheat pan to 375℉ (190℃), grill from frozen state, for 10 to 14 minutes flip the hash brown midway through cook time. Grill from frozen state.</li>
</ul>
<p><meta charset=""utf-8""> <em>-ALL PICTURES SHOWN ARE FOR ILLUSTRATION PURPOSE ONLY.ACTUAL PRODUCT MAY VARY DUE TO PRODUCT ENHANCEMENT.-</em></p>",Lamb Weston,,Snack,"America, Hash Brown, Snack",true,Title,Default Title,,,,,'2008018,1270.0,shopify,30,continue,manual,24.30,,true,true,"",https://cdn.shopify.com/s/files/1/0521/9952/2463/products/Maximo1220Patties2.jpg?v=1623122004,1,Lamb Weston Maximo Hash Brown Patties Front Cover,false,,,,,,,,,,,,,,,,,kg,,,active
lamb-weston-maximo-hash-brown-patties,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0521/9952/2463/products/Maximo1220Patties1.jpg?v=1632725439,2,,,,,,,,,,,,,,,,,,,,,,
lamb-weston-maximo-hash-brown-patties,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0521/9952/2463/products/Maximo1220Patties3.jpg?v=1632725439,3,,,,,,,,,,,,,,,,,,,,,,
lamb-weston-green-peas,LW Green Peas,"<p class=""p1"" data-mce-fragment=""1"">You can make them the star of a side dish, as in my quick-braised peas, purée them into a soup, add them to a stew, or briefly blanch them and toss them in risottos or pastas. And when they're small and tender, they're also great raw in salads. Peas' mild sweetness pairs well with many different flavours.</p>
<p class=""p1""><b>Packing :<br></b>1 kg</p>
<p class=""p1""><b>Cooking Instructions :</b></p>
<ol>
<li>
<b>Add 2 cups</b> of peas to 1/2 cup boiling water.<br> <b>Return</b> to a boil; <b>stir</b>.<br>
</li>
<li>
<b>Reduce</b> heat to MEDIUM and <b>cover</b>. Cook 5 minutes, <b>stirring</b> occasionally.</li>
<li>
<b>Check</b> that peas are cooked thoroughly. Drain.</li>
</ol>
<p><meta charset=""utf-8""> <em>-ALL PICTURES SHOWN ARE FOR ILLUSTRATION PURPOSE ONLY.ACTUAL PRODUCT MAY VARY DUE TO PRODUCT ENHANCEMENT.-</em></p>",Lamb Weston,,Snack,"America, Snack, Vegetable",true,Title,Default Title,,,,,'2008026,1000.0,shopify,30,continue,manual,15.90,,true,true,"",https://cdn.shopify.com/s/files/1/0521/9952/2463/products/Lwus_green_peas_1kg.jpg?v=1634183934,1,,false,,,,,,,,,,,,,,,,,kg,,,active
lamb-weston-french-fries-grade-a,Lamb Weston French Fries,"<p class=""p1"" data-mce-fragment=""1"">This popular cut is the perfect balance of full potato flavour and fluffy interior for the classic fry lover.</p>
<p class=""p1""><b>Packing :</b><span class=""Apple-converted-space""> <br></span>1 kg</p>
<p class=""p1""><b>Cooking Instructions:</b><br></p>
<ol class=""ol1"">
<li class=""li1"">Do not defrost product. Heat small amount of cooking oil over medium-high heat.</li>
<li class=""li1"">Add potatoes in a single layer. Cook 10 to 12 minutes to desired color and crispness, turning 2 to 3 times to ensure even cooking.</li>
<li class=""li1"">Drain using large ladle.</li>
</ol>
<p><meta charset=""utf-8""> <em>-ALL PICTURES SHOWN ARE FOR ILLUSTRATION PURPOSE ONLY.ACTUAL PRODUCT MAY VARY DUE TO PRODUCT ENHANCEMENT.-</em></p>",Lamb Weston,,Snack,"America, Fries, Snack",true,Title,Default Title,,,,,'2008002,1000.0,shopify,30,deny,manual,13.10,,true,true,"",https://cdn.shopify.com/s/files/1/0521/9952/2463/products/Lwus009_french_fries_1kg.jpg?v=1634183247,1,,false,,,,,,,,,,,,,,,,,kg,,,active
lamb-weston-formed-onion-rings,LW Formed Onion Rings,"<p class=""p1"" data-mce-fragment=""1"">Diced 100% fresh sweet Spanish onions Formed into delicious rings, coated in a crispy batter. A real value onion ring for every operation.</p>
<p class=""p1""><b>Packing :</b><span class=""Apple-converted-space""> <br></span>≈ 1 kg</p>
<p class=""p1""><b>Preparation Directions :</b></p>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span><b>Deep Fry</b> - Deep Fry frozen product at 345~350℉ (174~177℃) for 2 to 2 1/2 minutes.</li>
<li class=""li1"">
<span class=""s1""></span><b>Conventional Oven</b> - Preheat oven to 400℉ (205℃), arrange product in single layer, bake for 18 to 22 minutes turning the onion rings over half-way through bake time.</li>
<li class=""li1"">
<span class=""s1""></span><b>Convection Oven</b> - Preheat oven to 400℉ (205℃), arrange product in single layer, bake for 9 to 11 minutes turning the onion rings over half-way through bake time.</li>
</ul>
<p><meta charset=""utf-8""> <em>-ALL PICTURES SHOWN ARE FOR ILLUSTRATION PURPOSE ONLY.ACTUAL PRODUCT MAY VARY DUE TO PRODUCT ENHANCEMENT.-</em></p>",Lamb Weston,,Snack,"America, Rings, Snack",true,Title,Default Title,,,,,'2008014,1000.0,shopify,30,continue,manual,25.30,,true,true,"",https://cdn.shopify.com/s/files/1/0521/9952/2463/products/20210704_075357.jpg?v=1634251607,1,,false,,,,,,,,,,,,,,,,,kg,,,active
lamb-weston-formed-onion-rings,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0521/9952/2463/products/20211015_064550.jpg?v=1634251608,2,,,,,,,,,,,,,,,,,,,,,,
lamb-weston-crinkle-cut-fries-grade-a,LW Crinkle Cut Fries Grade A,"<p class=""p1"" data-mce-fragment=""1"">This thicker crinkle cut perfectly balances potato flavour, fry texture and crispiness. Uncoated grade A fries are designed for operators looking for a traditional, budget friendly fry.<br></p>
<p class=""p1""><b>Packing :<br></b>1 kg</p>
<p class=""p1""><b>Cooking Instructions :<br></b></p>
<ol class=""ol1"">
<li>Do not defrost product. Heat small amount of cooking oil over medium-high heat.</li>
<li class=""li1"">Add potatoes in a single layer. Cook 10 to 12 minutes to desired color and crispness, turning 2 to 3 times to ensure even cooking.</li>
<li class=""li1"">Drain using large ladle.</li>
</ol>
<p><meta charset=""utf-8""> <em>-ALL PICTURES SHOWN ARE FOR ILLUSTRATION PURPOSE ONLY.ACTUAL PRODUCT MAY VARY DUE TO PRODUCT ENHANCEMENT.-</em></p>",Lamb Weston,,Snack,"America, Fries, Snack",true,Title,Default Title,,,,,'2008004,1000.0,shopify,30,deny,manual,13.10,,true,true,"",https://cdn.shopify.com/s/files/1/0521/9952/2463/products/Lwus010_crinkle_cut_1kg.jpg?v=1634183373,1,,false,,,,,,,,,,,,,,,,,kg,,,active
lamb-weston-crinkle-cut-fries-grade-a,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0521/9952/2463/products/20211014_114905.jpg?v=1634183373,2,,,,,,,,,,,,,,,,,,,,,,
lamb-weston-3-way-mixed-vegetable,LW Mixed Vegetable,"<p><span data-mce-fragment=""1""><meta charset=""utf-8"">Lamb Weston 3 Way Mixed Vegetable is prepared from separately deep frozen and carefully mixed ingredients such as sweet corn, carrots, cut beans, and garden peas.<br><br><strong>Packing :</strong> <br>1 kg<br><strong><br>Cooking Instructions :</strong></span></p>
<ol>
<li>
<strong>Add 2 cups</strong> of vegetables to 1/2 cup boiling water.<br><strong>Return</strong> to a boil; <strong>stir</strong>.<br>
</li>
<li>
<strong>Reduce</strong> heat to MEDIUM and <strong>cover</strong>. Cook 4 minutes, <strong>stirring</strong> occasionally.</li>
<li>
<strong>Check</strong> that vegetables are cooked thoroughly. Drain.</li>
</ol>
<p><meta charset=""utf-8""> <em>-ALL PICTURES SHOWN ARE FOR ILLUSTRATION PURPOSE ONLY.ACTUAL PRODUCT MAY VARY DUE TO PRODUCT ENHANCEMENT.-</em></p>",Lamb Weston,,Snack,"America, Snack",true,Title,Default Title,,,,,'2008027,1000.0,shopify,30,continue,manual,15.80,,true,true,"",https://cdn.shopify.com/s/files/1/0521/9952/2463/products/Lwus028_mixed_vege_1kg.jpg?v=1634183977,1,,false,,,,,,,,,,,,,,,,,kg,,,active
lamb-weston-sweet-corn,LW Super Sweet Corn,"<p class=""p1""><span class=""s1"">Corn is rich in fiber and plant compounds that may aid digestive and eye health. Yet, it's high in starch, can spike blood sugar and may prevent weight loss when consumed in excess. The safety of genetically modified corn may also be a concern. Still, in moderation, corn can be part of a healthy diet.</span></p>
<p class=""p1""><strong>Packing :</strong> <br>1 kg<br></p>
<p class=""p2""><span class=""s1""><b>Cooking Instructions :</b></span></p>
<ol class=""ol1"">
<li class=""li2"">
<b>Add 2 cups</b> of corn to 1/2 cup boiling water.<br> <b>Return</b> to a boil; <b>stir</b>.<br>
</li>
<li class=""li2"">
<b>Reduce</b> heat to MEDIUM and <b>cover</b>. Cook 5 minutes, <b>stirring</b> occasionally.</li>
<li class=""li2"">
<b>Check</b> that corn are cooked thoroughly. Drain.</li>
</ol>
<p><meta charset=""utf-8""> <em>-ALL PICTURES SHOWN ARE FOR ILLUSTRATION PURPOSE ONLY.ACTUAL PRODUCT MAY VARY DUE TO PRODUCT ENHANCEMENT.-</em></p>
<ol class=""ol1""></ol>",Lamb Weston,,Snack,"America, Snack",true,Title,Default Title,,,,,'2008028,1000.0,shopify,30,continue,manual,15.80,,true,true,"",https://cdn.shopify.com/s/files/1/0521/9952/2463/products/Lwua027_sweet_corn_1kg.jpg?v=1634184025,1,,false,,,,,,,,,,,,,,,,,kg,,,active
